,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Corn_Planted_to_Emerged,10.290760869565219,14.476762820512818,10.461111111111109,10.92989130434782,11.379762493814951,11.086031452358924,7.768939393939377,10.707759088442742,8.424060150375965,9.839154860771856
Corn_Emerged_to_Silking,56.0794314381271,58.266557017543875,50.84929078014184,46.601885804085896,55.715982187036104,56.27465110958593,56.22095959595964,60.11340206185571,55.82857142857142,54.279807261317785
Corn_Silking_to_Dough,20.307692307692292,22.25263157894736,23.766651248843687,22.737541073384477,20.562597984322508,19.494623655913955,16.80176767676764,20.32620727075414,17.1684210526316,15.653716766142196
Corn_Dough_to_Dented,19.707532051282016,21.14736842105262,19.858695652173907,24.098737373737436,19.99657007687759,19.16185625353711,23.83198924731184,16.63349282296656,21.535745614035022,24.211403508771866
Corn_Dented_to_Mature,21.30751811594206,23.575743707093864,24.27173913043478,21.07777777777767,24.678338123856804,23.799999999999955,23.273779983457388,25.161733615221948,21.5246993127148,13.002688172043065
Corn_Mature_to_Harvested,30.25377574370708,31.158920539730104,30.3020728008089,24.718279569892502,30.373859287606706,33.809649122807,28.943143812709025,35.0,28.49613402061857,7.180645161290329
Soybeans_Planted_to_Emerged,8.89808848797253,11.407083333333333,8.679059350503906,8.590909090909093,12.205263157894734,10.710000000000008,9.72273936170214,12.752056648963844,8.515463917525778,11.375
Soybeans_Emerged_to_Blooming,43.38541666666666,45.7542105263158,42.60515117581187,39.94705029013542,40.923602821486696,45.22150537634408,42.752955082742346,55.5580808080808,48.892474226804126,47.37328178694159
Soybeans_Blooming_to_Setting,17.5,15.237438958220281,15.547368421052681,15.126630061770697,18.25773195876289,16.728494623655905,14.769841269841208,12.716666666666697,12.810000000000002,14.097677809018023
Soybeans_Setting_to_Dropping,45.60606060606062,48.49484536082477,51.35789473684204,45.56485929993141,47.62886597938146,48.94473684210527,50.07738095238099,47.67368421052629,45.67896907216493,40.8608305274972
Soybeans_Dropping_to_Harvested,25.94949494949492,20.930873575691805,29.412280701754412,19.33191489361701,25.35550382440971,27.86081871345027,23.47916666666663,24.242105263157896,26.276788503592684,8.87654320987653
